,Unnamed: 0,game_id,home_name,away_name,home_probable_pitcher,away_probable_pitcher,away_score,home_score,home_ERA,home_ER,home_R,home_SO,home_BB,home_SO/BB,home_WHIP,away_ERA,away_ER,away_R,away_SO,away_BB,away_SO/BB,away_WHIP,home_OBP,home_SLG,home_HR,home_R/G,home_BB_batting,home_SO_batting,home_IBB,away_home_OBP,away_home_SLG,away_home_HR,away_home_R/G,away_home_BB_batting,away_home_SO_batting,away_home_IBB,temp,condition,wind
1582,1543,745810,New York Mets,San Diego Padres,Sean Manaea,Matt Waldron,1,2,3.47,70.0,75.0,184.0,63.0,2.92,1.084,4.91,80.0,84.0,133.0,40.0,3.33,1.261,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,71.0,Cloudy,"5 mph, Out To LF"
1583,1544,747112,Atlanta Braves,Tampa Bay Rays,Chris Sale,Zack Littell,3,7,2.38,47.0,48.0,225.0,39.0,5.77,1.013,3.63,63.0,68.0,141.0,31.0,4.55,1.247,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,92.0,Clear,"2 mph, Calm"
1584,1545,746378,Houston Astros,Detroit Tigers,Hunter Brown,Tarik Skubal,0,4,3.49,66.0,71.0,179.0,60.0,2.98,1.271,2.39,51.0,54.0,228.0,35.0,6.51,0.922,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,73.0,Roof Closed,"0 mph, None"
1585,1546,745892,Minnesota Twins,Oakland Athletics,Simeon Woods Richardson,Mitch Spence,5,6,4.17,62.0,63.0,117.0,48.0,2.44,1.294,4.58,77.0,79.0,126.0,44.0,2.86,1.381,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,80.0,Partly Cloudy,"2 mph, In From CF"
1586,1547,745979,Milwaukee Brewers,Cincinnati Reds,Freddy Peralta,Hunter Greene,6,5,3.68,71.0,74.0,200.0,68.0,2.94,1.215,2.75,46.0,47.0,169.0,57.0,2.96,1.018,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,71.0,Clear,"8 mph, L To R"
1587,1548,746545,Colorado Rockies,Pittsburgh Pirates,Ryan Feltner,Carmen Mlodzinski,5,2,4.49,81.0,94.0,138.0,52.0,2.65,1.337,3.38,19.0,22.0,46.0,19.0,2.42,1.184,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,82.0,Partly Cloudy,"3 mph, In From LF"
1588,1549,747191,Arizona Diamondbacks,Chicago White Sox,Ryne Nelson,Chris Flexen,1,7,4.24,71.0,73.0,126.0,34.0,3.71,1.254,4.95,88.0,95.0,123.0,63.0,1.95,1.519,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,79.0,Roof Closed,"0 mph, None"
1589,1550,746134,Los Angeles Dodgers,Kansas City Royals,Gavin Stone,Cole Ragans,3,4,3.53,55.0,55.0,116.0,37.0,3.14,1.211,3.14,65.0,71.0,223.0,67.0,3.33,1.143,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,75.0,Clear,"8 mph, Out To RF"
1590,1551,745247,Seattle Mariners,Texas Rangers,Luis Castillo,Andrew Heaney,2,3,3.64,71.0,73.0,175.0,47.0,3.72,1.169,4.28,76.0,84.0,159.0,41.0,3.88,1.25,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,58.0,Roof Closed,"0 mph, Calm"
1591,1552,745326,San Francisco Giants,Los Angeles Angels,Spencer Howard,Tyler Anderson,8,6,6.21,20.0,24.0,27.0,14.0,1.93,2.0,3.81,76.0,83.0,142.0,73.0,1.95,1.288,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,63.0,Clear,"15 mph, Out To CF"
1592,1553,746865,Chicago Cubs,St. Louis Cardinals,Shota Imanaga,Andre Pallante,1,5,2.91,56.0,66.0,174.0,28.0,6.21,1.021,3.78,51.0,55.0,94.0,48.0,1.96,1.302,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,78.0,Partly Cloudy,"11 mph, R To L"
1593,1554,744925,Toronto Blue Jays,Cleveland Guardians,Trevor Richards,Carlos Carrasco,0,5,4.55,33.0,36.0,62.0,35.0,1.77,1.209,5.64,65.0,68.0,89.0,33.0,2.7,1.399,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,66.0,Sunny,"8 mph, Out To LF"
1594,1555,745329,San Francisco Giants,Los Angeles Angels,Keaton Winn,Patrick Sandoval,4,3,7.16,44.0,44.0,48.0,20.0,2.4,1.373,5.08,45.0,49.0,81.0,35.0,2.31,1.506,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,71.0,Sunny,"12 mph, Varies"
1595,1556,747024,Baltimore Orioles,Philadelphia Phillies,Grayson Rodriguez,Taijuan Walker,2,6,3.86,50.0,52.0,130.0,36.0,3.61,1.243,7.1,66.0,68.0,58.0,37.0,1.57,1.721,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,84.0,Sunny,"6 mph, In From LF"
1596,1557,744846,Washington Nationals,Miami Marlins,DJ Herz,Trevor Rogers,0,4,4.16,41.0,45.0,106.0,36.0,2.94,1.263,4.92,68.0,74.0,97.0,56.0,1.73,1.576,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,81.0,Partly Cloudy,"4 mph, In From LF"
1597,1558,746381,Houston Astros,Detroit Tigers,Spencer Arrighetti,Jack Flaherty,13,5,4.53,73.0,80.0,171.0,65.0,2.63,1.407,3.17,57.0,61.0,194.0,38.0,5.11,1.068,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,73.0,Roof Closed,"0 mph, None"
1598,1559,745805,New York Mets,San Diego Padres,Jose Quintana,Adam Mazur,1,5,3.75,71.0,73.0,135.0,63.0,2.14,1.25,7.49,28.0,28.0,22.0,21.0,1.05,1.812,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,81.0,Sunny,"9 mph, In From LF"
1599,1560,747113,Atlanta Braves,Tampa Bay Rays,Charlie Morton,Ryan Pepiot,2,9,4.19,77.0,85.0,167.0,65.0,2.57,1.325,3.6,52.0,58.0,142.0,48.0,2.96,1.154,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,94.0,Sunny,"2 mph, R To L"
1600,1561,745976,Milwaukee Brewers,Cincinnati Reds,Jared Koenig,Andrew Abbott,1,3,2.47,17.0,22.0,63.0,23.0,2.74,1.242,3.72,57.0,60.0,114.0,52.0,2.19,1.297,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,76.0,Cloudy,"11 mph, In From LF"
1601,1562,745241,Seattle Mariners,Texas Rangers,George Kirby,Nathan Eovaldi,5,7,3.53,75.0,82.0,179.0,23.0,7.78,1.068,3.8,72.0,74.0,166.0,42.0,3.95,1.107,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,59.0,Partly Cloudy,"0 mph, Calm"
1602,1563,746946,Boston Red Sox,New York Yankees,Cooper Criswell,Carlos Rodón,4,8,4.08,45.0,52.0,73.0,31.0,2.35,1.349,3.96,77.0,81.0,195.0,57.0,3.42,1.223,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,76.0,Clear,"10 mph, L To R"
1603,1564,746135,Los Angeles Dodgers,Kansas City Royals,Yoshinobu Yamamoto,Seth Lugo,7,2,3.0,30.0,32.0,105.0,22.0,4.77,1.111,3.0,69.0,75.0,181.0,48.0,3.77,1.089,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,77.0,Clear,"9 mph, L To R"
1604,1565,746547,Colorado Rockies,Pittsburgh Pirates,Ty Blach,Jared Jones,4,16,6.94,55.0,55.0,36.0,18.0,2.0,1.696,4.14,56.0,60.0,132.0,39.0,3.38,1.192,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,89.0,Cloudy,"7 mph, L To R"
1605,1566,747187,Arizona Diamondbacks,Chicago White Sox,Scott McGough,Erick Fedde,9,2,7.44,27.0,30.0,25.0,21.0,1.19,1.684,3.3,65.0,66.0,154.0,52.0,2.96,1.162,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,77.0,Roof Closed,"0 mph, None"
1606,1567,745891,Minnesota Twins,Oakland Athletics,Bailey Ober,Joey Estes,0,0,3.98,79.0,81.0,191.0,43.0,4.44,1.002,5.01,71.0,73.0,92.0,27.0,3.41,1.23,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,87.0,Partly Cloudy,"10 mph, Out To LF"
1607,1567,745891,Minnesota Twins,Oakland Athletics,Bailey Ober,Joey Estes,0,0,3.98,79.0,81.0,191.0,43.0,4.44,1.002,5.01,71.0,73.0,92.0,27.0,3.41,1.23,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,87.0,Partly Cloudy,"10 mph, Out To LF"
1608,1568,746866,Chicago Cubs,St. Louis Cardinals,Jameson Taillon,Miles Mikolas,2,1,3.27,60.0,67.0,125.0,33.0,3.79,1.131,5.35,102.0,106.0,122.0,25.0,4.88,1.276,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,86.0,Sunny,"6 mph, Out To LF"
1609,1569,747023,Baltimore Orioles,Philadelphia Phillies,Corbin Burnes,Zack Wheeler,3,8,2.92,63.0,76.0,181.0,48.0,3.77,1.096,2.57,57.0,62.0,224.0,52.0,4.31,0.955,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,83.0,Cloudy,"8 mph, R To L"
1610,1570,747109,Atlanta Braves,Tampa Bay Rays,Hurston Waldrep,Zach Eflin,8,6,16.71,13.0,13.0,3.0,8.0,0.38,2.429,3.59,66.0,71.0,134.0,24.0,5.58,1.149,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,93.0,Partly Cloudy,"6 mph, In From CF"
1611,1571,744839,Washington Nationals,Miami Marlins,Mitchell Parker,Jesús Luzardo,1,3,4.29,72.0,82.0,133.0,43.0,3.09,1.305,5.0,37.0,37.0,58.0,22.0,2.64,1.245,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,84.0,Partly Cloudy,"5 mph, Out To LF"
1612,1572,744926,Toronto Blue Jays,Cleveland Guardians,José Berríos,Ben Lively,6,7,3.6,77.0,79.0,153.0,54.0,2.83,1.154,3.81,64.0,67.0,118.0,49.0,2.41,1.245,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,64.0,Sunny,"16 mph, Out To RF"
1613,1573,745807,New York Mets,San Diego Padres,Tylor Megill,Dylan Cease,6,11,4.04,35.0,39.0,91.0,32.0,2.84,1.308,3.47,73.0,80.0,224.0,65.0,3.45,1.067,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,77.0,Sunny,"6 mph, R To L"
1614,1574,746377,Houston Astros,Detroit Tigers,Ronel Blanco,Kenta Maeda,1,4,2.8,52.0,56.0,166.0,68.0,2.44,1.088,6.09,76.0,80.0,96.0,31.0,3.1,1.38,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,73.0,Roof Closed,"0 mph, None"
1615,1575,745895,Minnesota Twins,Oakland Athletics,Bailey Ober,JP Sears,2,6,3.98,79.0,81.0,191.0,43.0,4.44,1.002,4.38,88.0,93.0,137.0,49.0,2.8,1.223,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,82.0,Cloudy,"15 mph, R To L"
1616,1576,745891,Minnesota Twins,Oakland Athletics,Chris Paddack,Joey Estes,7,8,4.99,49.0,50.0,79.0,21.0,3.76,1.392,5.01,71.0,73.0,92.0,27.0,3.41,1.23,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,87.0,Partly Cloudy,"10 mph, Out To LF"
1617,1576,745891,Minnesota Twins,Oakland Athletics,Chris Paddack,Joey Estes,7,8,4.99,49.0,50.0,79.0,21.0,3.76,1.392,5.01,71.0,73.0,92.0,27.0,3.41,1.23,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,87.0,Partly Cloudy,"10 mph, Out To LF"
1618,1577,745977,Milwaukee Brewers,Cincinnati Reds,Colin Rea,Frankie Montas,4,5,4.29,80.0,83.0,135.0,43.0,3.14,1.264,4.84,81.0,89.0,148.0,66.0,2.24,1.367,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,79.0,Partly Cloudy,"10 mph, L To R"
1619,1578,746546,Colorado Rockies,Pittsburgh Pirates,Dakota Hudson,Josh Fleming,8,2,6.17,61.0,66.0,49.0,50.0,0.98,1.674,4.02,14.0,18.0,17.0,14.0,1.21,1.532,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,82.0,Partly Cloudy,"5 mph, In From LF"
1620,1579,745321,San Francisco Giants,Los Angeles Angels,Erik Miller,Ben Joyce,6,13,3.88,29.0,33.0,87.0,38.0,2.29,1.307,2.08,8.0,8.0,33.0,14.0,2.36,1.154,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,68.0,Sunny,"16 mph, Out To CF"
1621,1580,746130,Los Angeles Dodgers,Kansas City Royals,Tyler Glasnow,Brady Singer,0,3,3.49,52.0,53.0,168.0,35.0,4.8,0.948,3.71,74.0,77.0,170.0,54.0,3.15,1.275,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,78.0,Sunny,"4 mph, Out To CF"
1622,1581,745242,Seattle Mariners,Texas Rangers,Logan Gilbert,Dane Dunning,0,5,3.23,75.0,83.0,220.0,37.0,5.95,0.887,5.31,56.0,60.0,91.0,40.0,2.28,1.442,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,54.0,Partly Cloudy,"4 mph, In From LF"
1623,1582,747189,Arizona Diamondbacks,Chicago White Sox,Jordan Montgomery,Drew Thorpe,5,12,6.23,81.0,83.0,83.0,44.0,1.89,1.65,5.48,27.0,29.0,25.0,21.0,1.19,1.263,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,78.0,Roof Closed,"0 mph, None"
1624,1583,746945,Boston Red Sox,New York Yankees,Kutter Crawford,Marcus Stroman,3,9,4.36,89.0,97.0,175.0,51.0,3.43,1.122,4.31,74.0,81.0,113.0,60.0,1.88,1.468,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,68.0,Partly Cloudy,"3 mph, In From LF"
1625,1584,745490,Pittsburgh Pirates,Cincinnati Reds,Paul Skenes,Carson Spiers,1,4,1.96,29.0,31.0,170.0,32.0,5.31,0.947,5.46,55.0,59.0,80.0,27.0,2.96,1.533,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,75.0,Cloudy,"14 mph, Out To LF"
1626,1585,745567,Philadelphia Phillies,San Diego Padres,Cristopher Sánchez,Randy Vásquez,2,9,3.32,67.0,76.0,153.0,44.0,3.48,1.244,4.87,53.0,56.0,62.0,29.0,2.14,1.51,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,86.0,Partly Cloudy,"9 mph, Out To CF"
1627,1586,746055,Miami Marlins,St. Louis Cardinals,Braxton Garrett,Sonny Gray,7,6,5.35,22.0,24.0,34.0,4.0,8.5,1.189,3.84,71.0,79.0,203.0,39.0,5.21,1.088,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,72.0,Roof Closed,"0 mph, None"
1628,1587,744918,Toronto Blue Jays,Boston Red Sox,Yusei Kikuchi,Nick Pivetta,7,3,4.05,79.0,85.0,206.0,44.0,4.68,1.201,4.14,67.0,70.0,172.0,36.0,4.78,1.126,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,75.0,Clear,"6 mph, Out To CF"
1629,1588,747108,Atlanta Braves,Detroit Tigers,Max Fried,Reese Olson,1,2,3.25,63.0,71.0,166.0,57.0,2.91,1.164,3.53,44.0,51.0,101.0,33.0,3.06,1.184,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,89.0,Partly Cloudy,"10 mph, L To R"
1630,1589,746868,Chicago Cubs,San Francisco Giants,Javier Assad,Jordan Hicks,7,6,3.73,61.0,64.0,124.0,63.0,1.97,1.401,4.1,50.0,54.0,96.0,47.0,2.04,1.45,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,93.0,Cloudy,"13 mph, In From LF"
1631,1590,745005,Texas Rangers,New York Mets,Jon Gray,David Peterson,14,2,4.47,51.0,54.0,86.0,28.0,3.07,1.315,2.9,39.0,44.0,101.0,46.0,2.2,1.289,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,74.0,Roof Closed,"0 mph, None"
1632,1591,746543,Colorado Rockies,Los Angeles Dodgers,Cal Quantrill,James Paxton,9,5,4.98,82.0,83.0,110.0,69.0,1.59,1.517,4.4,49.0,53.0,73.0,50.0,1.46,1.445,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,87.0,Partly Cloudy,"10 mph, In From LF"
1633,1592,746215,Los Angeles Angels,Milwaukee Brewers,Zach Plesac,Carlos Rodriguez,3,5,8.25,11.0,11.0,5.0,7.0,0.71,1.583,,,,,,,,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,71.0,Clear,"9 mph, Out To RF"
1634,1593,746049,Miami Marlins,St. Louis Cardinals,Roddery Muñoz,Lance Lynn,8,9,6.53,60.0,66.0,70.0,42.0,1.67,1.585,3.84,50.0,64.0,109.0,44.0,2.48,1.338,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,72.0,Roof Closed,"0 mph, None"
1635,1594,745488,Pittsburgh Pirates,Cincinnati Reds,Bailey Falter,Nick Lodolo,2,1,4.43,70.0,72.0,97.0,45.0,2.16,1.286,4.76,61.0,62.0,122.0,37.0,3.3,1.197,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,83.0,Partly Cloudy,"9 mph, Out To LF"
1636,1595,746627,Cleveland Guardians,Seattle Mariners,Triston McKenzie,Bryce Miller,8,5,5.11,43.0,46.0,74.0,49.0,1.51,1.559,2.94,59.0,62.0,171.0,45.0,3.8,0.976,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,83.0,Cloudy,"7 mph, In From CF"
1637,1596,745563,Philadelphia Phillies,San Diego Padres,Aaron Nola,Michael King,3,4,3.57,79.0,84.0,197.0,50.0,3.94,1.199,2.95,57.0,71.0,201.0,63.0,3.19,1.192,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,89.0,Partly Cloudy,"8 mph, Out To CF"
1638,1597,744843,Washington Nationals,Arizona Diamondbacks,Jake Irvin,Slade Cecconi,5,0,4.41,92.0,97.0,156.0,52.0,3.0,1.199,6.66,57.0,57.0,64.0,17.0,3.76,1.416,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,87.0,Partly Cloudy,"5 mph, Out To LF"
1639,1598,745733,New York Yankees,Baltimore Orioles,Nestor Cortes,Albert Suárez,2,4,3.77,73.0,74.0,162.0,39.0,4.15,1.153,3.7,55.0,56.0,108.0,43.0,2.51,1.294,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,83.0,Partly Cloudy,"14 mph, R To L"
1640,1599,744917,Toronto Blue Jays,Boston Red Sox,Chris Bassitt,Tanner Houck,4,3,4.16,79.0,91.0,168.0,70.0,2.4,1.462,3.12,62.0,75.0,154.0,48.0,3.21,1.142,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,72.0,Partly Cloudy,"11 mph, R To L"
1641,1600,747107,Atlanta Braves,Detroit Tigers,Spencer Schwellenbach,Casey Mize,1,2,3.35,46.0,49.0,127.0,23.0,5.52,1.043,4.49,51.0,57.0,78.0,29.0,2.69,1.466,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,84.0,Partly Cloudy,"13 mph, Out To RF"
1642,1601,745893,Minnesota Twins,Tampa Bay Rays,Pablo López,Aaron Civale,6,7,4.08,84.0,90.0,198.0,41.0,4.83,1.192,4.36,78.0,82.0,149.0,52.0,2.87,1.304,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,85.0,Partly Cloudy,"7 mph, R To L"
1643,1602,746867,Chicago Cubs,San Francisco Giants,Justin Steele,Logan Webb,2,5,3.07,46.0,54.0,135.0,37.0,3.65,1.099,3.47,79.0,83.0,172.0,50.0,3.44,1.231,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,87.0,Partly Cloudy,"16 mph, Out To CF"
1644,1603,745004,Texas Rangers,New York Mets,Michael Lorenzen,Luis Severino,7,6,3.31,48.0,49.0,97.0,60.0,1.62,1.235,3.91,79.0,86.0,161.0,60.0,2.68,1.242,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,74.0,Roof Closed,"0 mph, None"
1645,1604,746783,Chicago White Sox,Houston Astros,Jonathan Cannon,Framber Valdez,0,2,4.49,62.0,65.0,91.0,40.0,2.28,1.327,2.91,57.0,60.0,169.0,55.0,3.07,1.106,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,88.0,Partly Cloudy,"17 mph, R To L"
1646,1605,746542,Colorado Rockies,Los Angeles Dodgers,Austin Gomber,Walker Buehler,11,9,4.75,87.0,89.0,116.0,38.0,3.05,1.309,5.38,45.0,52.0,64.0,28.0,2.29,1.553,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,72.0,Cloudy,"5 mph, Out To LF"
1647,1606,746217,Los Angeles Angels,Milwaukee Brewers,Griffin Canning,Tobias Myers,6,3,5.19,99.0,105.0,130.0,66.0,1.97,1.398,3.0,46.0,52.0,127.0,36.0,3.53,1.174,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,74.0,Clear,"10 mph, Out To CF"
1648,1607,745650,Oakland Athletics,Kansas City Royals,Hogan Harris,Alec Marsh,5,7,2.86,23.0,29.0,61.0,33.0,1.85,1.355,4.53,65.0,70.0,123.0,39.0,3.15,1.256,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,69.0,Partly Cloudy,"14 mph, Out To RF"
1649,1608,747106,Atlanta Braves,Detroit Tigers,Reynaldo López,Tarik Skubal,0,7,1.99,30.0,32.0,148.0,42.0,3.52,1.106,2.39,51.0,54.0,228.0,35.0,6.51,0.922,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,80.0,Partly Cloudy,"12 mph, L To R"
1650,1609,745489,Pittsburgh Pirates,Cincinnati Reds,Mitch Keller,Hunter Greene,0,1,4.25,84.0,90.0,166.0,50.0,3.32,1.303,2.75,46.0,47.0,169.0,57.0,2.96,1.018,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,87.0,Partly Cloudy,"6 mph, Out To LF"
1651,1610,746050,Miami Marlins,St. Louis Cardinals,Yonny Chirinos,Matthew Liberatore,3,4,6.3,21.0,21.0,25.0,13.0,1.92,1.867,4.4,42.0,44.0,76.0,28.0,2.71,1.267,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,72.0,Roof Closed,"0 mph, None"
1652,1611,745561,Philadelphia Phillies,San Diego Padres,Ranger Suárez,Matt Waldron,5,2,3.46,58.0,63.0,145.0,41.0,3.54,1.201,4.91,80.0,84.0,133.0,40.0,3.33,1.261,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,87.0,Sunny,"5 mph, Out To CF"
1653,1612,746864,Chicago Cubs,San Francisco Giants,Kyle Hendricks,Erik Miller,5,6,5.92,86.0,88.0,87.0,43.0,2.02,1.454,3.88,29.0,33.0,87.0,38.0,2.29,1.307,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,91.0,Sunny,"13 mph, Out To CF"
1654,1613,744842,Washington Nationals,Arizona Diamondbacks,Patrick Corbin,Brandon Pfaadt,1,3,5.62,109.0,114.0,139.0,54.0,2.57,1.5,4.71,95.0,103.0,185.0,42.0,4.4,1.239,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,88.0,Partly Cloudy,"5 mph, Out To RF"
1655,1614,746625,Cleveland Guardians,Seattle Mariners,Tanner Bibee,Bryan Woo,0,8,3.47,67.0,70.0,187.0,44.0,4.25,1.117,2.89,39.0,41.0,101.0,13.0,7.77,0.898,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,85.0,Partly Cloudy,"6 mph, In From CF"
